cliente_ref,pelicula_ref,pelicula_titulo,categoria_nombre,ingreso,veces_alquilada_pelicula,precio_promedio_genero,codigo_genero,ingreso_alto,pelicula_popular,genero_alto_valor
Charlene Alvarez,Bright Encounters,Bright Encounters,Drama,8.99,13,4.33,7,1,0,0
Robert Baughman,Daisy Menagerie,Daisy Menagerie,Ciencia ficción,6.99,16,4.32,2,1,0,0
Jessie Milam,Curtain Videotape,Curtain Videotape,Juegos,0.99,27,4.42,11,0,1,1
Adam Gooch,Fire Wolves,Fire Wolves,Juegos,5.99,7,4.42,11,1,0,1
Cindy Fisher,Mourning Purple,Mourning Purple,Ciencia ficción,0.99,21,4.32,2,0,1,0
Jessie Milam,Eagles Panky,Eagles Panky,Nuevo,9.99,22,4.63,14,1,1,1
Justin Ngo,Saturn Name,Saturn Name,Comedia,4.99,13,4.66,4,0,0,1
Keith Rico,Straight Hours,Straight Hours,Deportes,0.99,20,4.51,5,0,0,1
Matthew Mahan,Fantasy Troopers,Fantasy Troopers,Acción,3.99,26,3.94,0,0,1,0
Tracy Cole,Juggler Hardly,Juggler Hardly,Animación,0.99,32,3.99,1,0,1,0
Brandon Huey,Roman Punk,Roman Punk,Música,0.99,24,4.12,12,0,1,0
Ian Still,Clyde Theory,Clyde Theory,Nuevo,4.99,8,4.63,14,0,0,1
Maurice Crawley,Queen Luke,Queen Luke,Drama,5.99,22,4.33,7,1,1,0
Vincent Ralston,Stampede Disturbing,Stampede Disturbing,Juegos,0.99,14,4.42,11,0,0,1
Carol Garcia,Earth Vision,Earth Vision,Nuevo,0.99,23,4.63,14,0,1,1
Ashley Richardson,Birds Perdition,Birds Perdition,Nuevo,8.99,18,4.63,14,1,0,1
Don Bone,Gun Bonnie,Gun Bonnie,Juegos,0.99,25,4.42,11,0,1,1
Zachary Hite,Velvet Terminator,Velvet Terminator,Comedia,8.99,26,4.66,4,1,1,1
Don Bone,Drifter Commandments,Drifter Commandments,Acción,4.99,24,3.94,0,1,1,0
Tracey Barrett,Chill Luck,Chill Luck,Drama,0.99,22,4.33,7,0,1,0
Tammy Sanders,Island Exorcist,Island Exorcist,Clásicos,2.99,26,3.88,3,0,1,0
James Gannon,Sweet Brotherhood,Sweet Brotherhood,Viajar,7.99,15,4.24,15,1,0,0
Megan Palmer,Primary Glass,Primary Glass,Acción,0.99,27,3.94,0,0,1,0
Kimberly Lee,Mission Zoolander,Mission Zoolander,Animación,4.99,18,3.99,1,1,0,0
Carole Barnett,Virginian Pluto,Virginian Pluto,Documental,0.99,29,4.02,6,0,1,0
Alma Austin,Brannigan Sunrise,Brannigan Sunrise,Nuevo,4.99,12,4.63,14,0,0,1
Elmer Noe,Dorado Notting,Dorado Notting,Música,6.99,27,4.12,12,1,1,0
Kevin Schuler,Titans Jerk,Titans Jerk,Ciencia ficción,5.99,29,4.32,2,1,1,0
Lois Butler,Operation Operation,Operation Operation,Comedia,2.99,27,4.66,4,0,1,1
Louise Jenkins,Blackout Private,Blackout Private,Animación,2.99,27,3.99,1,0,1,0
Georgia Jacobs,Sassy Packer,Sassy Packer,Juegos,0.99,13,4.42,11,0,0,1
Roberto Vu,Balloon Homeward,Balloon Homeward,Música,6.99,23,4.12,12,1,1,0
Martha Gonzalez,Jingle Sagebrush,Jingle Sagebrush,Clásicos,5.99,13,3.88,3,1,0,0
Annette Olson,Fidelity Devil,Fidelity Devil,Horror,7.99,21,4.4,10,1,1,0
Mark Rinehart,Madison Trap,Madison Trap,Documental,2.99,15,4.02,6,0,0,0
Yolanda Weaver,Rock Instinct,Rock Instinct,Horror,3.99,17,4.4,10,0,0,0
Charles Kowalski,Clones Pinocchio,Clones Pinocchio,Música,2.99,19,4.12,12,0,0,0
Billie Horton,Seattle Expecations,Seattle Expecations,Drama,4.99,24,4.33,7,0,1,0
Karen Jackson,Pirates Roxanne,Pirates Roxanne,Deportes,0.99,21,4.51,5,0,1,1
Rosemary Schmidt,Shock Cabin,Shock Cabin,Extranjero,2.99,30,4.13,8,0,1,0
Jacqueline Long,Range Moonwalker,Range Moonwalker,Familia,7.99,27,3.86,9,1,1,0
Geraldine Perkins,Confidential Interview,Confidential Interview,Música,4.99,29,4.12,12,1,1,0
Mathew Bolin,Witches Panic,Witches Panic,Drama,5.99,30,4.33,7,1,1,0
Bernice Willis,Rules Human,Rules Human,Horror,5.99,16,4.4,10,1,0,0
Jamie Waugh,Airplane Sierra,Airplane Sierra,Comedia,4.99,15,4.66,4,0,0,1
Georgia Jacobs,Sundance Invasion,Sundance Invasion,Niños,1.99,19,3.87,13,0,0,0
Roy Whiting,Lord Arizona,Lord Arizona,Acción,4.99,11,3.94,0,1,0,0
Jeffery Pinson,Hellfighters Sierra,Hellfighters Sierra,Extranjero,7.99,20,4.13,8,1,0,0
Tamara Nguyen,Flatliners Killer,Flatliners Killer,Deportes,2.99,22,4.51,5,0,1,1
Arthur Simpkins,Magnificent Chitty,Magnificent Chitty,Clásicos,8.99,8,3.88,3,1,0,0
Lynn Payne,Lucky Flying,Lucky Flying,Música,2.99,13,4.12,12,0,0,0
Enrique Forsythe,Bucket Brotherhood,Bucket Brotherhood,Viajar,4.99,34,4.24,15,1,1,0
Donna Thompson,Siege Madre,Siege Madre,Familia,1.99,15,3.86,9,0,0,0
Jill Hawkins,Sunrise League,Sunrise League,Animación,4.99,24,3.99,1,1,1,0
Frederick Isbell,Working Microcosmos,Working Microcosmos,Viajar,6.99,25,4.24,15,1,1,0
Lonnie Tirado,Wizard Coldblooded,Wizard Coldblooded,Música,9.99,16,4.12,12,1,0,0
Sam Mcduffie,Hedwig Alter,Hedwig Alter,Comedia,2.99,12,4.66,4,0,0,1
Elsie Kelley,Orange Grapes,Orange Grapes,Extranjero,4.99,24,4.13,8,1,1,0
Jorge Olivares,Maltese Hope,Maltese Hope,Juegos,4.99,22,4.42,11,0,1,1
Edgar Rhoads,Prix Undefeated,Prix Undefeated,Familia,2.99,11,3.86,9,0,0,0
Hazel Warren,Fury Murder,Fury Murder,Niños,0.99,19,3.87,13,0,0,0
Howard Fortner,Metropolis Coma,Metropolis Coma,Ciencia ficción,7.99,26,4.32,2,1,1,0
Kenneth Gooden,Extraordinary Conquerer,Extraordinary Conquerer,Clásicos,4.99,6,3.88,3,1,0,0
Austin Cintron,Others Soup,Others Soup,Viajar,2.99,23,4.24,15,0,1,0
Carmen Owens,Encino Elf,Encino Elf,Juegos,2.99,19,4.42,11,0,0,1
Karen Jackson,Arizona Bang,Arizona Bang,Clásicos,2.99,21,3.88,3,0,1,0
Felix Gaffney,Grapes Fury,Grapes Fury,Extranjero,0.99,22,4.13,8,0,1,0
Vernon Chapa,Sense Greek,Sense Greek,Deportes,9.99,7,4.51,5,1,0,1
Misty Lambert,Angels Life,Angels Life,Nuevo,6.99,22,4.63,14,1,1,1
Veronica Stone,Zorro Ark,Zorro Ark,Comedia,5.99,31,4.66,4,1,1,1
Clyde Tobias,Bikini Borrowers,Bikini Borrowers,Animación,4.99,17,3.99,1,1,0,0
Brad Mccurdy,Sleuth Orient,Sleuth Orient,Juegos,0.99,21,4.42,11,0,1,1
Floyd Gandy,Knock Warlock,Knock Warlock,Comedia,3.99,24,4.66,4,0,1,1
Deborah Walker,Color Philadelphia,Color Philadelphia,Clásicos,2.99,24,3.88,3,0,1,0
Gregory Mauldin,Fight Jawbreaker,Fight Jawbreaker,Animación,0.99,22,3.99,1,0,1,0
Isaac Oglesby,Maker Gables,Maker Gables,Niños,2.99,10,3.87,13,0,0,0
Erik Guillen,Prejudice Oleander,Prejudice Oleander,Clásicos,7.99,20,3.88,3,1,0,0
Yvonne Watkins,Coma Head,Coma Head,Viajar,4.99,26,4.24,15,1,1,0
Kelly Knott,English Bulworth,English Bulworth,Ciencia ficción,6.99,30,4.32,2,1,1,0
Lawrence Lawton,Curtain Videotape,Curtain Videotape,Juegos,0.99,27,4.42,11,0,1,1
Dean Sauer,Gorgeous Bingo,Gorgeous Bingo,Niños,5.99,19,3.87,13,1,0,0
Francisco Skidmore,Casablanca Super,Casablanca Super,Viajar,4.99,16,4.24,15,1,0,0
Lawrence Lawton,Cabin Flash,Cabin Flash,Niños,1.99,15,3.87,13,0,0,0
Everett Banda,Egg Igby,Egg Igby,Documental,2.99,21,4.02,6,0,1,0
Bonnie Hughes,Rider Caddyshack,Rider Caddyshack,Deportes,4.99,11,4.51,5,0,0,1
Sarah Lewis,Peak Forever,Peak Forever,Deportes,5.99,20,4.51,5,1,0,1
Eva Ramos,Tights Dawn,Tights Dawn,Deportes,2.99,26,4.51,5,0,1,1
Tyrone Asher,Dracula Crystal,Dracula Crystal,Clásicos,0.99,21,3.88,3,0,1,0
Edna West,Kiss Glory,Kiss Glory,Extranjero,6.99,22,4.13,8,1,1,0
Jennie Terry,Ridgemont Submarine,Ridgemont Submarine,Nuevo,6.99,32,4.63,14,1,1,1
Billy Poulin,Downhill Enough,Downhill Enough,Comedia,0.99,25,4.66,4,0,1,1
Sam Mcduffie,Minds Truman,Minds Truman,Acción,8.99,20,3.94,0,1,0,0
Brett Cornwell,Elf Murder,Elf Murder,Música,8.99,7,4.12,12,1,0,0
Carolyn Perez,Orange Grapes,Orange Grapes,Extranjero,0.99,24,4.13,8,0,1,0
Justin Ngo,Encounters Curtain,Encounters Curtain,Drama,0.99,19,4.33,7,0,0,0
Gordon Allard,Wonderland Christmas,Wonderland Christmas,Ciencia ficción,10.99,22,4.32,2,1,1,0
Hector Poindexter,Ship Wonderland,Ship Wonderland,Documental,2.99,15,4.02,6,0,0,0
Milton Howland,Road Roxanne,Road Roxanne,Documental,8.99,19,4.02,6,1,0,0
Philip Causey,Panther Reds,Panther Reds,Ciencia ficción,8.99,15,4.32,2,1,0,0
Andrew Purdy,Name Detective,Name Detective,Juegos,4.99,23,4.42,11,0,1,1
Darrell Power,Wonka Sea,Wonka Sea,Animación,6.99,18,3.99,1,1,0,0
Phillip Holm,Expecations Natural,Expecations Natural,Viajar,4.99,18,4.24,15,1,0,0
Florence Woods,Brooklyn Desert,Brooklyn Desert,Extranjero,6.99,21,4.13,8,1,1,0
Ricky Shelby,Muscle Bright,Muscle Bright,Viajar,2.99,30,4.24,15,0,1,0
Ted Breaux,Alaska Phantom,Alaska Phantom,Música,0.99,26,4.12,12,0,1,0
Terrance Roush,Groove Fiction,Groove Fiction,Deportes,0.99,18,4.51,5,0,0,1
Jesus Mccartney,Ice Crossing,Ice Crossing,Juegos,7.99,24,4.42,11,1,1,1
Justin Ngo,Bed Highball,Bed Highball,Documental,5.99,6,4.02,6,1,0,0
Valerie Black,Stock Glass,Stock Glass,Nuevo,5.99,14,4.63,14,1,0,1
Mario Cheatham,Galaxy Sweethearts,Galaxy Sweethearts,Clásicos,5.99,18,3.88,3,1,0,0
Gordon Allard,Eagles Panky,Eagles Panky,Nuevo,5.99,22,4.63,14,1,1,1
Michelle Clark,Lose Inch,Lose Inch,Extranjero,1.99,27,4.13,8,0,1,0
Louis Leone,Drums Dynamite,Drums Dynamite,Horror,4.99,13,4.4,10,0,0,0
Jordan Archuleta,Giant Troopers,Giant Troopers,Niños,2.99,28,3.87,13,0,1,0
Ana Bradley,Harry Idaho,Harry Idaho,Drama,8.99,30,4.33,7,1,1,0
Jeanne Lawson,Color Philadelphia,Color Philadelphia,Clásicos,3.99,24,3.88,3,0,1,0
Allison Stanley,Pilot Hoosiers,Pilot Hoosiers,Familia,2.99,16,3.86,9,0,0,0
Gladys Hamilton,Gangs Pride,Gangs Pride,Animación,2.99,27,3.99,1,0,1,0
Angel Barclay,Attacks Hate,Attacks Hate,Ciencia ficción,4.99,16,4.32,2,0,0,0
Lillian Griffin,Robbers Joon,Robbers Joon,Niños,2.99,31,3.87,13,0,1,0
Kristina Chambers,Vanilla Day,Vanilla Day,Juegos,4.99,9,4.42,11,0,0,1
Charles Kowalski,Opposite Necklace,Opposite Necklace,Familia,4.99,13,3.86,9,1,0,0
Salvador Teel,Downhill Enough,Downhill Enough,Comedia,0.99,25,4.66,4,0,1,1
Wesley Bull,Double Wrath,Double Wrath,Animación,3.99,25,3.99,1,0,1,0
Marlene Welch,Magnolia Forrester,Magnolia Forrester,Acción,4.99,11,3.94,0,1,0,0
Gabriel Harder,Jericho Mulan,Jericho Mulan,Juegos,2.99,17,4.42,11,0,0,1
Andrew Purdy,Chicken Hellfighters,Chicken Hellfighters,Documental,0.99,22,4.02,6,0,1,0
Tom Milner,Gentlemen Stage,Gentlemen Stage,Extranjero,2.99,23,4.13,8,0,1,0
Lee Hawks,Atlantis Cause,Atlantis Cause,Familia,3.99,24,3.86,9,0,1,0
Martha Gonzalez,Jawbreaker Brooklyn,Jawbreaker Brooklyn,Música,0.99,10,4.12,12,0,0,0
Courtney Day,Women Dorado,Women Dorado,Acción,0.99,23,3.94,0,0,1,0
Ricardo Meador,Valley Packer,Valley Packer,Comedia,4.99,15,4.66,4,0,0,1
Stanley Scroggins,French Holiday,French Holiday,Documental,4.99,17,4.02,6,1,0,0
Roberta Harper,Alien Center,Alien Center,Extranjero,2.99,22,4.13,8,0,1,0
Janet Phillips,Galaxy Sweethearts,Galaxy Sweethearts,Clásicos,9.99,18,3.88,3,1,0,0
Ramona Hale,Drifter Commandments,Drifter Commandments,Acción,6.99,24,3.94,0,1,1,0
Wayne Truong,Go Purple,Go Purple,Música,0.99,20,4.12,12,0,0,0
Daryl Larue,Mine Titans,Mine Titans,Nuevo,8.99,19,4.63,14,1,0,1
Jeff East,Affair Prejudice,Affair Prejudice,Horror,4.99,23,4.4,10,0,1,0
Brandon Huey,Saturn Name,Saturn Name,Comedia,4.99,13,4.66,4,0,0,1
Eddie Tomlin,Graffiti Love,Graffiti Love,Ciencia ficción,0.99,30,4.32,2,0,1,0
Bob Pfeiffer,Zoolander Fiction,Zoolander Fiction,Niños,2.99,17,3.87,13,0,0,0
Thelma Murray,Orient Closer,Orient Closer,Drama,7.99,17,4.33,7,1,0,0
Cory Meehan,Rings Heartbreakers,Rings Heartbreakers,Acción,1.99,15,3.94,0,0,0,0
Stephanie Mitchell,Pinocchio Simon,Pinocchio Simon,Comedia,4.99,20,4.66,4,0,0,1
Frederick Isbell,Seattle Expecations,Seattle Expecations,Drama,6.99,24,4.33,7,1,1,0
Esther Crawford,Sierra Divide,Sierra Divide,Deportes,1.99,15,4.51,5,0,0,1
Debbie Reyes,Desperate Trainspotting,Desperate Trainspotting,Viajar,4.99,6,4.24,15,1,0,0
Joann Gardner,Dragon Squad,Dragon Squad,Acción,3.99,11,3.94,0,0,0,0
Nicholas Barfield,Apocalypse Flamingos,Apocalypse Flamingos,Nuevo,4.99,6,4.63,14,0,0,1
Sonia Gregory,Star Operation,Star Operation,Deportes,2.99,21,4.51,5,0,1,1
Francisco Skidmore,Grit Clockwork,Grit Clockwork,Juegos,2.99,32,4.42,11,0,1,1
Sherri Rhodes,Loathing Legally,Loathing Legally,Clásicos,2.99,27,3.88,3,0,1,0
Miguel Betancourt,Hanover Galaxy,Hanover Galaxy,Música,4.99,17,4.12,12,1,0,0
Patsy Davidson,Inch Jet,Inch Jet,Animación,4.99,18,3.99,1,1,0,0
Raymond Mcwhorter,Pollock Deliverance,Pollock Deliverance,Extranjero,2.99,18,4.13,8,0,0,0
Steven Curley,Coldblooded Darling,Coldblooded Darling,Ciencia ficción,4.99,16,4.32,2,0,0,0
Sylvia Ortiz,Telegraph Voyage,Telegraph Voyage,Música,4.99,27,4.12,12,1,1,0
Jamie Rice,Theory Mermaid,Theory Mermaid,Animación,0.99,11,3.99,1,0,0,0
Joseph Joy,Bilko Anonymous,Bilko Anonymous,Familia,10.99,13,3.86,9,1,0,0
Connie Wallace,Rugrats Shakespeare,Rugrats Shakespeare,Acción,0.99,30,3.94,0,0,1,0
Michele Grant,Pity Bound,Pity Bound,Drama,4.99,26,4.33,7,0,1,0
Bryan Hardison,Victory Academy,Victory Academy,Deportes,2.99,9,4.51,5,0,0,1
Janice Ward,Giant Troopers,Giant Troopers,Niños,2.99,28,3.87,13,0,1,0
Marcia Dean,Rage Games,Rage Games,Familia,4.99,19,3.86,9,1,0,0
Harold Martino,Insects Stone,Insects Stone,Animación,0.99,18,3.99,1,0,0,0
John Farnsworth,Coneheads Smoochy,Coneheads Smoochy,Drama,4.99,25,4.33,7,0,1,0
Pearl Garza,Adaptation Holes,Adaptation Holes,Documental,2.99,12,4.02,6,0,0,0
Brenda Wright,Hunger Roof,Hunger Roof,Extranjero,1.99,13,4.13,8,0,0,0
Marlene Welch,Flamingos Connecticut,Flamingos Connecticut,Nuevo,4.99,23,4.63,14,0,1,1
Joe Gilliland,Trading Pinocchio,Trading Pinocchio,Deportes,4.99,25,4.51,5,0,1,1
Geraldine Perkins,Chariots Conspiracy,Chariots Conspiracy,Ciencia ficción,2.99,21,4.32,2,0,1,0
George Linton,Wedding Apollo,Wedding Apollo,Documental,4.99,24,4.02,6,1,1,0
Theodore Culp,Loser Hustler,Loser Hustler,Deportes,5.99,15,4.51,5,1,0,1
Gwendolyn May,Scorpion Apollo,Scorpion Apollo,Drama,8.99,23,4.33,7,1,1,0
Marsha Douglas,Trip Newton,Trip Newton,Acción,4.99,28,3.94,0,1,1,0
Nancy Thomas,Simon North,Simon North,Horror,0.99,6,4.4,10,0,0,0
Vincent Ralston,Gandhi Kwai,Gandhi Kwai,Familia,0.99,17,3.86,9,0,0,0
Seth Hannon,Paths Control,Paths Control,Drama,4.99,10,4.33,7,0,0,0
Maxine Silva,Tights Dawn,Tights Dawn,Deportes,0.99,26,4.51,5,0,1,1
Minnie Romero,Command Darling,Command Darling,Extranjero,8.99,16,4.13,8,1,0,0
Darrell Power,Streak Ridgemont,Streak Ridgemont,Documental,0.99,16,4.02,6,0,0,0
Jared Ely,Clerks Angels,Clerks Angels,Documental,8.99,7,4.02,6,1,0,0
Rebecca Scott,Blues Instinct,Blues Instinct,Familia,2.99,21,3.86,9,0,1,0
Alfred Casillas,Fiddler Lost,Fiddler Lost,Ciencia ficción,5.99,10,4.32,2,1,0,0
June Carroll,Coldblooded Darling,Coldblooded Darling,Ciencia ficción,4.99,16,4.32,2,0,0,0
Jim Rea,Dolls Rage,Dolls Rage,Ciencia ficción,2.99,9,4.32,2,0,0,0
Rick Mattox,Star Operation,Star Operation,Deportes,3.99,21,4.51,5,0,1,1
Leslie Seward,Sundance Invasion,Sundance Invasion,Niños,0.99,19,3.87,13,0,0,0
Russell Brinson,Money Harold,Money Harold,Nuevo,8.99,20,4.63,14,1,0,1
Lydia Burke,Graduate Lord,Graduate Lord,Niños,2.99,16,3.87,13,0,0,0
William Satterfield,Troopers Metal,Troopers Metal,Nuevo,4.99,14,4.63,14,0,0,1
Mattie Hoffman,Pity Bound,Pity Bound,Drama,4.99,26,4.33,7,0,1,0
June Carroll,Sea Virgin,Sea Virgin,Drama,2.99,22,4.33,7,0,1,0
Brent Harkins,Saints Bride,Saints Bride,Drama,2.99,8,4.33,7,0,0,0
Katherine Rivera,Reign Gentlemen,Reign Gentlemen,Ciencia ficción,7.99,20,4.32,2,1,0,0
Dana Hart,Conversation Downhill,Conversation Downhill,Familia,6.99,17,3.86,9,1,0,0
Alan Kahn,North Tequila,North Tequila,Documental,4.99,11,4.02,6,1,0,0
Guy Brownlee,Encounters Curtain,Encounters Curtain,Drama,0.99,19,4.33,7,0,0,0
Darryl Ashcraft,Fight Jawbreaker,Fight Jawbreaker,Animación,3.99,22,3.99,1,0,1,0
Cassandra Walters,Roses Treasure,Roses Treasure,Deportes,4.99,28,4.51,5,0,1,1
Albert Crouse,Nash Chocolat,Nash Chocolat,Animación,2.99,15,3.99,1,0,0,0
Leona Obrien,Graduate Lord,Graduate Lord,Niños,2.99,16,3.87,13,0,0,0
Ruby Washington,Loser Hustler,Loser Hustler,Deportes,5.99,15,4.51,5,1,0,1
Christina Ramirez,Massacre Usual,Massacre Usual,Juegos,4.99,30,4.42,11,0,1,1
Dolores Wagner,Potter Connecticut,Potter Connecticut,Animación,3.99,17,3.99,1,0,0,0
Gabriel Harder,High Encino,High Encino,Horror,3.99,22,4.4,10,0,1,0
Emily Diaz,High Encino,High Encino,Horror,4.99,22,4.4,10,0,1,0
Jared Ely,Bucket Brotherhood,Bucket Brotherhood,Viajar,4.99,34,4.24,15,1,1,0
Carlos Coughlin,Truman Crazy,Truman Crazy,Acción,4.99,23,3.94,0,1,1,0
Melanie Armstrong,Borrowers Bedazzled,Borrowers Bedazzled,Animación,0.99,22,3.99,1,0,1,0
Brent Harkins,Rules Human,Rules Human,Horror,7.99,16,4.4,10,1,0,0
Joanne Robertson,Alter Victory,Alter Victory,Animación,0.99,22,3.99,1,0,1,0
Judith Cox,Gunfight Moon,Gunfight Moon,Comedia,0.99,24,4.66,4,0,1,1
Joe Gilliland,Something Duck,Something Duck,Drama,4.99,19,4.33,7,0,0,0
Marcia Dean,Northwest Polish,Northwest Polish,Deportes,4.99,20,4.51,5,0,0,1
Virgil Wofford,Smile Earring,Smile Earring,Viajar,7.99,10,4.24,15,1,0,0
Stephen Qualls,Peach Innocent,Peach Innocent,Deportes,7.99,14,4.51,5,1,0,1
Doris Reed,Dragonfly Strangers,Dragonfly Strangers,Nuevo,4.99,18,4.63,14,0,0,1
Vivian Ruiz,Eve Resurrection,Eve Resurrection,Nuevo,4.99,7,4.63,14,0,0,1
Tammy Sanders,Splash Gump,Splash Gump,Familia,2.99,14,3.86,9,0,0,0
Manuel Murrell,Apache Divine,Apache Divine,Familia,4.99,31,3.86,9,1,1,0
Dana Hart,Mixed Doors,Mixed Doors,Extranjero,4.99,4,4.13,8,1,0,0
Michele Grant,Velvet Terminator,Velvet Terminator,Comedia,4.99,26,4.66,4,0,1,1
Lillie Kim,Confused Candles,Confused Candles,Familia,8.99,17,3.86,9,1,0,0
Anthony Schwab,Dynamite Tarzan,Dynamite Tarzan,Clásicos,4.99,25,3.88,3,1,1,0
Ruby Washington,Clockwork Paradise,Clockwork Paradise,Niños,1.99,10,3.87,13,0,0,0
Willard Lumpkin,Angels Life,Angels Life,Nuevo,5.99,22,4.63,14,1,1,1
Zachary Hite,Strangers Graffiti,Strangers Graffiti,Horror,7.99,17,4.4,10,1,0,0
Lucille Holmes,Crossroads Casualties,Crossroads Casualties,Animación,2.99,21,3.99,1,0,1,0
Wesley Bull,Baked Cleopatra,Baked Cleopatra,Familia,6.99,16,3.86,9,1,0,0
Jean Bell,Innocent Usual,Innocent Usual,Extranjero,9.99,26,4.13,8,1,1,0
Anthony Schwab,Trouble Date,Trouble Date,Viajar,3.99,23,4.24,15,0,1,0
Fernando Churchill,Seven Swarm,Seven Swarm,Juegos,4.99,5,4.42,11,0,0,1
Roberta Harper,Haunting Pianist,Haunting Pianist,Juegos,4.99,22,4.42,11,0,1,1
Mildred Bailey,Crooked Frogmen,Crooked Frogmen,Niños,0.99,23,3.87,13,0,1,0
Alberto Henning,Willow Tracy,Willow Tracy,Familia,2.99,16,3.86,9,0,0,0
Douglas Graf,Idols Snatchers,Idols Snatchers,Niños,6.99,30,3.87,13,1,1,0
Tracey Barrett,Trip Newton,Trip Newton,Acción,4.99,28,3.94,0,1,1,0
Katherine Rivera,Voyage Legally,Voyage Legally,Clásicos,1.99,28,3.88,3,0,1,0
Christy Vargas,Straight Hours,Straight Hours,Deportes,0.99,20,4.51,5,0,0,1
Tina Simmons,Stepmom Dream,Stepmom Dream,Extranjero,4.99,20,4.13,8,1,0,0
Lorraine Stephens,Fatal Haunted,Fatal Haunted,Nuevo,2.99,28,4.63,14,0,1,1
Darryl Ashcraft,Watership Frontier,Watership Frontier,Horror,1.99,6,4.4,10,0,0,0
Andrew Purdy,Neighbors Charade,Neighbors Charade,Deportes,6.99,19,4.51,5,1,0,1
Gail Knight,Princess Giant,Princess Giant,Documental,3.99,27,4.02,6,0,1,0
Julio Noland,Wonka Sea,Wonka Sea,Animación,5.99,18,3.99,1,1,0,0
Gerald Fultz,Volcano Texas,Volcano Texas,Juegos,2.99,22,4.42,11,0,1,1
Leo Ebert,Cleopatra Devil,Cleopatra Devil,Nuevo,2.99,18,4.63,14,0,0,1
Jacob Lance,Brotherhood Blanket,Brotherhood Blanket,Documental,2.99,26,4.02,6,0,1,0
Judith Cox,Hurricane Affair,Hurricane Affair,Comedia,2.99,24,4.66,4,0,1,1
Isaac Oglesby,Mob Duffel,Mob Duffel,Drama,0.99,12,4.33,7,0,0,0
Amy Lopez,Coneheads Smoochy,Coneheads Smoochy,Drama,6.99,25,4.33,7,1,1,0
Melinda Fernandez,Metal Armageddon,Metal Armageddon,Documental,5.99,25,4.02,6,1,1,0
Terrence Gunderson,Others Soup,Others Soup,Viajar,4.99,23,4.24,15,1,1,0
Laura Rodriguez,Drop Waterfront,Drop Waterfront,Deportes,4.99,9,4.51,5,0,0,1
Bonnie Hughes,Blood Argonauts,Blood Argonauts,Familia,5.99,10,3.86,9,1,0,0
Theodore Culp,Fantasy Troopers,Fantasy Troopers,Acción,0.99,26,3.94,0,0,1,0
Vera Mccoy,Saturn Name,Saturn Name,Comedia,4.99,13,4.66,4,0,0,1
Jason Morrissey,Mermaid Insects,Mermaid Insects,Deportes,4.99,16,4.51,5,0,0,1
Carl Artis,Fidelity Devil,Fidelity Devil,Horror,6.99,21,4.4,10,1,1,0
Julian Vest,Personal Ladybugs,Personal Ladybugs,Música,1.99,14,4.12,12,0,0,0
Louis Leone,Crooked Frogmen,Crooked Frogmen,Niños,0.99,23,3.87,13,0,1,0
Clayton Barbee,Destiny Saturday,Destiny Saturday,Nuevo,9.99,16,4.63,14,1,0,1
Linda Williams,Massacre Usual,Massacre Usual,Juegos,5.99,30,4.42,11,1,1,1
Hector Poindexter,Basic Easy,Basic Easy,Viajar,2.99,21,4.24,15,0,1,0
Willie Markham,Mars Roman,Mars Roman,Juegos,0.99,19,4.42,11,0,0,1
Jennifer Davis,Pollock Deliverance,Pollock Deliverance,Extranjero,2.99,18,4.13,8,0,0,0
Marvin Yee,Twisted Pirates,Twisted Pirates,Niños,4.99,11,3.87,13,1,0,0
Bessie Morrison,House Dynamite,House Dynamite,Familia,2.99,23,3.86,9,0,1,0
Norman Currier,Donnie Alley,Donnie Alley,Animación,1.99,14,3.99,1,0,0,0
Mike Way,Goodfellas Salute,Goodfellas Salute,Ciencia ficción,4.99,31,4.32,2,0,1,0
Agnes Bishop,Anaconda Confessions,Anaconda Confessions,Animación,2.99,21,3.99,1,0,1,0
Helen Harris,Creepers Kane,Creepers Kane,Clásicos,4.99,14,3.88,3,1,0,0
Vicki Fields,Feud Frogmen,Feud Frogmen,Familia,0.99,25,3.86,9,0,1,0
Rita Graham,Heaven Freedom,Heaven Freedom,Comedia,2.99,18,4.66,4,0,0,1
Terry Grissom,Moonshine Cabin,Moonshine Cabin,Juegos,4.99,21,4.42,11,0,1,1
Nathan Runyon,Gleaming Jawbreaker,Gleaming Jawbreaker,Deportes,5.99,29,4.51,5,1,1,1
Darlene Rose,Remember Diary,Remember Diary,Familia,2.99,18,3.86,9,0,0,0
Jorge Olivares,Element Freddy,Element Freddy,Comedia,4.99,10,4.66,4,0,0,1
Peggy Myers,Tequila Past,Tequila Past,Niños,5.99,6,3.87,13,1,0,0
Christian Jung,Homicide Peach,Homicide Peach,Familia,2.99,22,3.86,9,0,1,0
Josephine Gomez,Story Side,Story Side,Acción,0.99,28,3.94,0,0,1,0
Willie Markham,Shootist Superfly,Shootist Superfly,Drama,0.99,24,4.33,7,0,1,0
Tonya Chapman,Grinch Massage,Grinch Massage,Juegos,6.99,14,4.42,11,1,0,1
Jose Andrew,Muscle Bright,Muscle Bright,Viajar,2.99,30,4.24,15,0,1,0
Kent Arsenault,Cat Coneheads,Cat Coneheads,Comedia,8.99,30,4.66,4,1,1,1
Crystal Ford,Grease Youth,Grease Youth,Familia,0.99,21,3.86,9,0,1,0
